Settlement Date,Settlement Period,INDO
20170117,10,27596
20170117,11,28267
20170117,12,29617
20170117,13,33119
20170117,14,36576
20170117,15,40591
20170117,16,42557
20170117,17,43256
20170117,18,43087
20170117,19,43597
20170117,20,43567
20170117,21,43610
20170117,22,43623
20170117,23,43605
20170117,24,43476
20170117,25,43512
20170117,26,43278
20170117,27,43265
20170117,28,43217
20170117,29,43423
20170117,30,43331
20170117,31,43493
20170117,32,44483
20170117,33,45724
20170117,34,47431
20170117,35,48148
20170117,36,48019
20170117,37,47908
20170117,38,47711
20170117,39,47092
20170117,40,46215
20170117,41,45033
20170117,42,43046
20170117,43,40953
20170117,44,38663
20170117,45,36169
20170117,46,33918
20170117,47,31629
20170117,48,30328
20170117,1,33584
20170117,2,34016
20170117,3,33688
20170117,4,33006
20170117,5,32654
20170117,6,32601
20170117,7,32207
20170117,8,31715
20170117,9,31427
20170117,10,31427
20170117,11,31956
20170117,12,33005
20170117,13,35743
20170117,14,38693
20170117,15,43279
20170117,16,45344
20170117,17,46146
20170117,18,46100
20170117,19,46448
20170117,20,46304
20170117,21,46240
20170117,22,46271
20170117,23,46036
20170117,24,45922
20170117,25,45889
20170117,26,45656
20170117,27,45633
20170117,28,45538
20170117,29,45933
20170117,30,45813
20170117,31,46055
20170117,32,46814
20170117,33,46489
20170117,34,48308
20170117,35,49229
20170117,36,49265
20170117,37,49263
20170117,38,49070
20170117,39,48329
20170117,40,47498
20170117,41,47142
20170117,42,45120
20170117,43,42954
20170117,44,40495
20170117,45,37896
20170117,46,35585
20170117,47,33427
20170117,48,32830
20170118,1,30064
20170118,2,30356
20170118,3,29997
20170118,4,29346
20170118,5,28935
20170118,6,28840
20170118,7,28457
20170118,8,27994
20170118,9,27741
20170118,10,27829
20170118,11,28512
20170118,12,29968
20170118,13,33538
20170118,14,37043
20170118,15,41213
20170118,16,43255
20170118,17,44102
20170118,18,43973
20170118,19,44473
20170118,20,44309
20170118,21,43936
20170118,22,43531
20170118,23,43389
20170118,24,43104
20170118,25,43057
20170118,26,42784
20170118,27,42713
20170118,28,42662
20170118,29,42970
20170118,30,43081
20170118,31,43506
20170118,32,44762
20170118,33,46034
20170118,34,47582
20170118,35,48510
20170118,36,48351
20170118,37,48127
20170118,38,47863
20170118,39,47771
20170118,40,46685
20170118,41,45296
20170118,42,43432
20170118,43,41259
20170118,44,38867
20170118,45,36510
20170118,46,34433
20170118,47,32184
20170118,48,30674
20170118,1,33517
20170118,2,34060
20170118,3,33679
20170118,4,33019
20170118,5,32723
20170118,6,32606
20170118,7,32329
20170118,8,31943
20170118,9,31713
20170118,10,31709
20170118,11,32202
20170118,12,33142
20170118,13,35946
20170118,14,39196
20170118,15,43473
20170118,16,45494
20170118,17,46410
20170118,18,46281
20170118,19,46578
20170118,20,46414
20170118,21,46255
20170118,22,45857
20170118,23,45751
20170118,24,45445
20170118,25,45398
20170118,26,45141
20170118,27,45054
20170118,28,45003
20170118,29,45310
20170118,30,45422
20170118,31,45847
20170118,32,47006
20170118,33,46713
20170118,34,48293
20170118,35,49415
20170118,36,49318
20170118,37,49300
20170118,38,49028
20170118,39,49037
20170118,40,47987
20170118,41,47357
20170118,42,45352
20170118,43,43093
20170118,44,40605
20170118,45,38155
20170118,46,36132
20170118,47,33819
20170118,48,32680
20170119,1,30294
20170119,2,30703
20170119,3,30455
20170119,4,29857
20170119,5,29371
20170119,6,29180
20170119,7,28809
20170119,8,28353
20170119,9,28168
20170119,10,28284
20170119,11,28910
20170119,12,30302
20170119,13,33823
20170119,14,37377
20170119,15,41719
20170119,16,43781
20170119,17,44577
20170119,18,44382
20170119,19,44825
20170119,20,44700
20170119,21,44210
20170119,22,43765
20170119,23,43440
20170119,24,43072
20170119,25,42991
20170119,26,42728
20170119,27,42640
20170119,28,42589
20170119,29,42969
20170119,30,43210
20170119,31,43618
20170119,32,44859
20170119,33,45887
20170119,34,47624
20170119,35,48247
20170119,36,48161
20170119,37,47925
20170119,38,47771
20170119,39,47662
20170119,40,46901
20170119,41,45415
20170119,42,43583
20170119,43,41452
20170119,44,39148
20170119,45,36744
20170119,46,34664
20170119,47,32426
20170119,48,31233
20170119,1,32917
20170119,2,33739
20170119,3,33482
20170119,4,33097
20170119,5,32721
20170119,6,32866
20170119,7,32542
20170119,8,32188
20170119,9,31990
20170119,10,32073
20170119,11,32339
20170119,12,33495
20170119,13,36284
20170119,14,39500
20170119,15,44057
20170119,16,46129
20170119,17,46941
20170119,18,46735
20170119,19,47184
20170119,20,47105
20170119,21,46660
20170119,22,46225
20170119,23,45922
20170119,24,45578
20170119,25,45655
20170119,26,45467
20170119,27,45358
20170119,28,45194
20170119,29,45549
20170119,30,45781
20170119,31,46220
20170119,32,47487
20170119,33,47909
20170119,34,49614
20170119,35,50133
20170119,36,50219
20170119,37,50426
20170119,38,50204
20170119,39,49679
20170119,40,48841
20170119,41,47670
20170119,42,45794
20170119,43,43526
20170119,44,41107
20170119,45,38547
20170119,46,36329
20170119,47,34064
20170119,48,32952
20170120,1,30876
20170120,2,31211
20170120,3,30926
20170120,4,30314
20170120,5,29805
20170120,6,29758
20170120,7,29468
20170120,8,29015
20170120,9,28644
20170120,10,28765
20170120,11,29531
20170120,12,30878
20170120,13,34284
20170120,14,37767
20170120,15,41914
20170120,16,43918
20170120,17,44715
20170120,18,44418
20170120,19,44431
20170120,20,44068
20170120,21,43432
20170120,22,42678
20170120,23,42044
20170120,24,41504
20170120,25,41207
20170120,26,40709
20170120,27,40465
20170120,28,40405
20170120,29,40655
20170120,30,40952
20170120,31,41528
20170120,32,42806
20170120,33,43860
20170120,34,45846
20170120,35,47547
20170120,36,47817
20170120,37,47495
20170120,38,47187
20170120,39,46154
20170120,40,44835
20170120,41,43396
20170120,42,41398
20170120,43,39552
20170120,44,37610
20170120,45,35676
20170120,46,34040
20170120,47,31980
20170120,48,30808
20170120,1,33472
20170120,2,33997
20170120,3,34101
20170120,4,33577
20170120,5,33441
20170120,6,33386
20170120,7,33213
20170120,8,32858
20170120,9,32541
20170120,10,32730
20170120,11,33185
20170120,12,34219
20170120,13,36235
20170120,14,39404
20170120,15,44161
20170120,16,46269
20170120,17,47158
20170120,18,46807
20170120,19,46665
20170120,20,46373
20170120,21,45868
20170120,22,45136
20170120,23,44405
20170120,24,43863
20170120,25,43205
20170120,26,42755
20170120,27,42886
20170120,28,42669
20170120,29,42454
20170120,30,42772
20170120,31,43939
20170120,32,45308
20170120,33,46074
20170120,34,48190
20170120,35,49813
20170120,36,50308
20170120,37,49915
20170120,38,49516
20170120,39,48481
20170120,40,47038
20170120,41,45424
20170120,42,43319
20170120,43,41389
20170120,44,39326
20170120,45,37306
20170120,46,35671
20170120,47,33616
20170120,48,32663
20170121,1,30438
20170121,2,30647
20170121,3,30216
20170121,4,29445
20170121,5,28854
20170121,6,28685
20170121,7,28197
20170121,8,27587
20170121,9,27215
20170121,10,27086
20170121,11,27216
20170121,12,27717
20170121,13,29090
20170121,14,30344
20170121,15,32290
20170121,16,33727
20170121,17,35649
20170121,18,37558
20170121,19,38872
20170121,20,39231
20170121,21,39398
20170121,22,39245
20170121,23,39354
20170121,24,39349
20170121,25,39374
20170121,26,39204
20170121,27,38972
20170121,28,38777
20170121,29,38707
20170121,30,38829
20170121,31,39250
20170121,32,39863
20170121,33,41217
20170121,34,43595
20170121,35,45813
20170121,36,46152
20170121,37,45650
20170121,38,44667
20170121,39,43460
20170121,40,42079
20170121,41,40958
20170121,42,39659
20170121,43,38074
20170121,44,36512
20170121,45,34971
20170121,46,33846
20170121,47,32183
20170121,48,31135
20170121,1,33539
20170121,2,33891
20170121,3,33560
20170121,4,32777
20170121,5,32172
20170121,6,32390
20170121,7,32088
20170121,8,31577
20170121,9,31198
20170121,10,31055
20170121,11,31170
20170121,12,31546
20170121,13,31709
20170121,14,32132
20170121,15,34072
20170121,16,35509
20170121,17,37431
20170121,18,39202
20170121,19,40507
20170121,20,40868
20170121,21,41035
20170121,22,40896
20170121,23,41046
20170121,24,41157
20170121,25,41259
20170121,26,41116
20170121,27,40861
20170121,28,40582
20170121,29,40404
20170121,30,40518
20170121,31,40926
20170121,32,41523
20170121,33,42008
20170121,34,44445
20170121,35,46867
20170121,36,47441
20170121,37,47063
20170121,38,46082
20170121,39,45284
20170121,40,43866
20170121,41,43093
20170121,42,41570
20170121,43,39904
20170121,44,38304
20170121,45,36655
20170121,46,35481
20170121,47,33814
20170121,48,32765
20170122,1,30758
20170122,2,30960
20170122,3,30478
20170122,4,29601
20170122,5,28983
20170122,6,28812
20170122,7,28418
20170122,8,27758
20170122,9,27281
20170122,10,27040
20170122,11,26993
20170122,12,27189
20170122,13,28018
20170122,14,28722
20170122,15,29865
20170122,16,30728
20170122,17,32267
20170122,18,34085
20170122,19,35867
20170122,20,36894
20170122,21,37858
20170122,22,38200
20170122,23,38602
20170122,24,38793
20170122,25,39117
20170122,26,39225
20170122,27,39154
20170122,28,38997
20170122,29,39173
20170122,30,39382
20170122,31,40044
20170122,32,40965
20170122,33,42416
20170122,34,44952
20170122,35,46819
20170122,36,46952
20170122,37,46243
20170122,38,45380
20170122,39,44395
20170122,40,43331
20170122,41,42060
20170122,42,40405
20170122,43,38966
20170122,44,37052
20170122,45,35227
20170122,46,33161
20170122,47,31063
20170122,48,29881
20170122,1,32387
20170122,2,32598
20170122,3,32117
20170122,4,32029
20170122,5,32128
20170122,6,32081
20170122,7,31843
20170122,8,31378
20170122,9,30973
20170122,10,30721
20170122,11,30769
20170122,12,31055
20170122,13,31489
20170122,14,32010
20170122,15,32460
20170122,16,32696
20170122,17,33842
20170122,18,35569
20170122,19,37303
20170122,20,38229
20170122,21,39192
20170122,22,39665
20170122,23,40361
20170122,24,40564
20170122,25,40935
20170122,26,41068
20170122,27,40979
20170122,28,40789
20170122,29,41071
20170122,30,41265
20170122,31,41870
20170122,32,42755
20170122,33,43201
20170122,34,45829
20170122,35,47750
20170122,36,48011
20170122,37,47476
20170122,38,46604
20170122,39,45826
20170122,40,44701
20170122,41,44244
20170122,42,42550
20170122,43,40856
20170122,44,38861
20170122,45,37036
20170122,46,34990
20170122,47,32856
20170122,48,31966
20170123,1,29725
20170123,2,30270
20170123,3,30175
20170123,4,29624
20170123,5,29277
20170123,6,29200
20170123,7,28905
20170123,8,28515
20170123,9,28290
20170123,10,28431
20170123,11,29262
20170123,12,30799
20170123,13,34421
20170123,14,37973
20170123,15,42369
20170123,16,44522
20170123,17,45475
20170123,18,45673
20170123,19,46436
20170123,20,46439
20170123,21,46114
20170123,22,45922
20170123,23,45479
20170123,24,45429
20170123,25,45523
20170123,26,45086
20170123,27,44862
20170123,28,44739
20170123,29,44896
20170123,30,44881
20170123,31,45057
20170123,32,46076
20170123,33,46988
20170123,34,48325
20170123,35,49445
20170123,36,49468
20170123,37,49077
20170123,38,48678
20170123,39,48100
20170123,40,47189
20170123,41,45600
20170123,42,43514
20170123,43,41436
20170123,44,38737
20170123,45,36287
20170123,46,34047
20170123,47,31519
20170123,48,30181
20170123,1,32670
20170123,2,33559
20170123,3,33901
20170123,4,33381
20170123,5,33021
20170123,6,32945
20170123,7,32777
20170123,8,32498
20170123,9,32264
20170123,10,32385
20170123,11,32865
20170123,12,33625
20170123,13,36365
20170123,14,39707
20170123,15,44074
20170123,16,46321
20170123,17,46830
20170123,18,47022
20170123,19,47809
20170123,20,47842
20170123,21,47701
20170123,22,47483
20170123,23,47098
20170123,24,46997
20170123,25,47097
20170123,26,46668
20170123,27,46394
20170123,28,46206
20170123,29,45921
20170123,30,45938
20170123,31,46323
20170123,32,47296
20170123,33,47715
20170123,34,49164
20170123,35,50372
20170123,36,50514
20170123,37,50145
20170123,38,49617
20170123,39,49040
20170123,40,48088
20170123,41,47339
20170123,42,45198
20170123,43,43093
20170123,44,40370
20170123,45,37918
20170123,46,35685
20170123,47,33359
20170123,48,32837
20170124,1,29890
20170124,2,30244
20170124,3,29930
20170124,4,29318
20170124,5,28926
20170124,6,28917
20170124,7,28516
20170124,8,28014
20170124,9,27768
20170124,10,27841
20170124,11,28602
20170124,12,30056
20170124,13,33571
20170124,14,37223
20170124,15,41481
20170124,16,43565
20170124,17,44013
20170124,18,44021
20170124,19,44558
20170124,20,44298
20170124,21,43788
20170124,22,43186
20170124,23,43187
20170124,24,42624
20170124,25,42374
20170124,26,42064
20170124,27,41755
20170124,28,41611
20170124,29,41916
20170124,30,41974
20170124,31,42358
20170124,32,43421
20170124,33,44376
20170124,34,45983
20170124,35,47738
20170124,36,47896
20170124,37,47778
20170124,38,47685
20170124,39,47106
20170124,40,45777
20170124,41,44466
20170124,42,42496
20170124,43,40393
20170124,44,37835
20170124,45,35349
20170124,46,33136
20170124,47,30738
20170124,48,29361
20170124,1,33125
20170124,2,33574
20170124,3,33656
20170124,4,33094
20170124,5,32688
20170124,6,32874
20170124,7,32520
20170124,8,31999
20170124,9,31741
20170124,10,31738
20170124,11,31899
20170124,12,33422
20170124,13,36663
20170124,14,39581
20170124,15,43860
20170124,16,45946
20170124,17,46408
20170124,18,46400
20170124,19,46937
20170124,20,46676
20170124,21,46200
20170124,22,45592
20170124,23,45108
20170124,24,44849
20170124,25,44737
20170124,26,44434
20170124,27,44156
20170124,28,43987
20170124,29,44361
20170124,30,44350
20170124,31,44737
20170124,32,45753
20170124,33,45364
20170124,34,47033
20170124,35,49235
20170124,36,49515
20170124,37,49004
20170124,38,48854
20170124,39,48001
20170124,40,46705
20170124,41,46352
20170124,42,44391
20170124,43,42216
20170124,44,39570
20170124,45,37014
20170124,46,34921
20170124,47,32528
20170124,48,31572
20170125,1,29260
20170125,2,29618
20170125,3,29406
20170125,4,28870
20170125,5,28508
20170125,6,28374
20170125,7,28009
20170125,8,27529
20170125,9,27111
20170125,10,27171
20170125,11,28025
20170125,12,29491
20170125,13,32891
20170125,14,36356
20170125,15,40777
20170125,16,42586
20170125,17,43369
20170125,18,43320
20170125,19,43483
20170125,20,43394
20170125,21,42981
20170125,22,42540
20170125,23,42164
20170125,24,41934
20170125,25,41837
20170125,26,41517
20170125,27,41538
20170125,28,41690
20170125,29,42096
20170125,30,42180
20170125,31,42818
20170125,32,44130
20170125,33,45444
20170125,34,47396
20170125,35,48714
20170125,36,48425
20170125,37,47966
20170125,38,47521
20170125,39,47234
20170125,40,45950
20170125,41,44436
20170125,42,42498
20170125,43,40404
20170125,44,37993
20170125,45,35738
20170125,46,33548
20170125,47,31233
20170125,48,30083
20170125,1,32316
20170125,2,33339
20170125,3,33384
20170125,4,32998
20170125,5,32625
20170125,6,32474
20170125,7,32085
20170125,8,31588
20170125,9,31170
20170125,10,31114
20170125,11,31762
20170125,12,32645
20170125,13,35090
20170125,14,38398
20170125,15,43189
20170125,16,44976
20170125,17,45753
20170125,18,45709
20170125,19,45866
20170125,20,45846
20170125,21,45544
20170125,22,45114
20170125,23,44745
20170125,24,44468
20170125,25,44315
20170125,26,44051
20170125,27,44050
20170125,28,44147
20170125,29,44512
20170125,30,44605
20170125,31,45339
20170125,32,46686
20170125,33,47956
20170125,34,50005
20170125,35,50901
20170125,36,50769
20170125,37,50101
20170125,38,49582
